IPR000092|A0A010PIY8	IPR000092|A0A010PIY8
IPR000212|A0A009GLF6	IPR000212|A0A009HBM8
IPR000212|A0A009GLF6	IPR000212|A0A009IRI9
IPR000212|A0A009GLF6	IPR000212|A0A009KKR0
IPR000212|A0A009GLF6	IPR000212|A0A009MF02
IPR000212|A0A009GLF6	IPR000212|A0A009PFA7
IPR000212|A0A009GLG0	IPR000212|A0A009GLG0
IPR000212|A0A009GLG0	IPR000212|A0A009HPR4
IPR000212|A0A009GLG0	IPR000212|A0A009IRH8
IPR000212|A0A009GLG0	IPR000212|A0A009MWY0
IPR000212|A0A009GLG0	IPR000212|A0A009PH47
IPR000212|A0A009GLG0	IPR000212|A0A009KII4
IPR000212|A0A009GTS4	IPR000212|A0A009GTS4
IPR000212|A0A009GTS4	IPR000212|A0A009HRS1
IPR000212|A0A009GTS4	IPR000212|A0A009IQ60
IPR000212|A0A009GTS4	IPR000212|A0A009L1L4
IPR000212|A0A009GTS4	IPR000212|A0A009N676
IPR000212|A0A009GTS4	IPR000212|A0A009F1H9
IPR000212|A0A009I2S5	IPR000212|A0A009I2S5
IPR000212|A0A009I2S5	IPR000212|A0A009GN48
IPR000212|A0A009IIU5	IPR000212|A0A009IIU5
IPR000212|A0A009NEN0	IPR000212|A0A009NEN0
IPR000213|A0A091RDY8	IPR000213|A0A091RDY8
IPR000213|A0A091U0G7	IPR000213|A0A091U0G7
IPR000213|A0A093DZG0	IPR000213|A0A093DZG0
IPR000213|A0A093DZG0	IPR000213|A0A0A0AKU1
IPR000213|A0A093DZG0	IPR000213|A0A093R7V4
IPR000213|A0A093DZG0	IPR000213|A0A091RC06
IPR000213|A0A093DZG0	IPR000213|A0A0Q3M1T8
IPR000213|A0A093DZG0	IPR000213|A0A087QKD4
IPR000213|A0A093DZG0	IPR000213|A0A091EZG8
IPR000213|A0A093DZG0	IPR000213|A0A091IVL9
IPR000213|A0A093DZG0	IPR000213|A0A091JW70
IPR000213|A0A093DZG0	IPR000213|A0A091QSZ2
IPR000213|A0A093DZG0	IPR000213|A0A091SH20
IPR000213|A0A093DZG0	IPR000213|A0A091UY06
IPR000213|A0A093DZG0	IPR000213|A0A091W8Q2
IPR000213|A0A093DZG0	IPR000213|A0A093BFY1
IPR000213|A0A093DZG0	IPR000213|A0A093EPG5
IPR000213|A0A093DZG0	IPR000213|A0A093GD63
IPR000213|A0A093DZG0	IPR000213|A0A094MYD7
IPR000213|A0A096MVE4	IPR000213|A0A096MVE4
IPR000213|A0A096MVE4	IPR000213|A0A091CX47
IPR000213|A0A096MVE4	IPR000213|A0A0D9QXR9
IPR000213|A0A096MVE4	IPR000213|A0A1S3FHU3
IPR000213|A0A096MVE4	IPR000213|A0A1S3WBY6
IPR000213|A0A0G2JGM6	IPR000213|A0A0G2JGM6
IPR000213|A0A0P7V086	IPR000213|A0A0P7V086
IPR000213|A0A0R4ITN2	IPR000213|A0A0R4ITN2
IPR000213|A0A1B8Y8K3	IPR000213|A0A1B8Y8K3
IPR000213|A0A1U7R7X3	IPR000213|A0A1U7R7X3
IPR000213|A0A1U7R7X3	IPR000213|A0A151N541
IPR000215|A0A011VVP5	IPR000215|A0A011VVP5
IPR000215|A0A016UGW9	IPR000215|A0A016UGW9
IPR000215|A0A016UTF4	IPR000215|A0A016UTF4
IPR000215|A0A016UTF4	IPR000215|A0A016UUR6
IPR000215|A0A016W0N8	IPR000215|A0A016W0N8
IPR000215|A0A016W1J8	IPR000215|A0A016W1J8
IPR000215|A0A016W1K2	IPR000215|A0A016W1K2
IPR000215|A0A016W2D6	IPR000215|A0A016W2D6
IPR000215|A0A016W2D6	IPR000215|A0A016VZY2
IPR000215|A0A016W2D6	IPR000215|A0A016W0H3
IPR000215|A0A016WVP1	IPR000215|A0A016WVP1
IPR000215|A0A016WVP6	IPR000215|A0A016WVP6
IPR000215|A0A016WVP6	IPR000215|A0A016WWA2
IPR000215|A0A016WVP6	IPR000215|A0A016WX90
IPR000215|A0A016WVP6	IPR000215|A0A016WXX3
IPR000215|A0A016WW43	IPR000215|A0A016WW43
IPR000215|A0A016WW43	IPR000215|A0A016WXX8
IPR000215|A0A016WW43	IPR000215|A0A016WX98
IPR000215|A0A016X0N1	IPR000215|A0A016X0N1
IPR000215|A0A016X0P3	IPR000215|A0A016X0P3
IPR000215|A0A016X134	IPR000215|A0A016X134
IPR000215|A0A016X134	IPR000215|A0A016WVT3
IPR000215|A0A016X134	IPR000215|A0A016WW37
IPR000215|A0A016X134	IPR000215|A0A016SYS2
IPR000215|A0A016X134	IPR000215|A0A016X0N4
IPR000215|A0A016X138	IPR000215|A0A016X138
IPR000215|A0A016X1A7	IPR000215|A0A016X1A7
IPR000215|A0A016X1A7	IPR000215|A0A016X131
IPR000215|A0A016X1B1	IPR000215|A0A016X1B1
IPR000215|A0A016X1B1	IPR000215|A0A016X0N9
IPR000217|A0A010QH51	IPR000217|A0A010QH51
IPR000217|A0A010QH51	IPR000217|A0A016SYL6
IPR000217|A0A010QH51	IPR000217|A0A010RVW8
IPR000217|A0A010QH51	IPR000217|A0A015LEX6
IPR000217|A0A010QH51	IPR000217|A0A016SZ04
IPR000217|A0A010QH51	IPR000217|A0A016U7Z8
IPR000217|A0A010QH51	IPR000217|A0A016U8E2
IPR000217|A0A010QH51	IPR000217|A0A016UA25
IPR000217|A0A010RCZ0	IPR000217|A0A010RCZ0
IPR000217|A0A010RZG6	IPR000217|A0A010RZG6
IPR000217|A0A010RZG6	IPR000217|A0A015JIP2
IPR000217|A0A010RZG6	IPR000217|A0A010QDY8
IPR000217|A0A010RZG6	IPR000217|A0A015KHK9
IPR000217|A0A010RZG6	IPR000217|A0A015KVY1
IPR000217|A0A010RZG6	IPR000217|A0A015L1D8
IPR000217|A0A010RZG6	IPR000217|A0A015L3L2
IPR000217|A0A010RZG6	IPR000217|A0A015MY77
IPR000217|A0A010RZG6	IPR000217|A0A016SLC6
IPR000217|A0A010RZG6	IPR000217|A0A016SLE6
IPR000217|A0A010RZG6	IPR000217|A0A016UP54
IPR000217|A0A016SIN8	IPR000217|A0A016SIN8
IPR000217|A0A016SZV7	IPR000217|A0A016SZV7
IPR000217|A0A016SZV7	IPR000217|A0A016SYM3
IPR000217|A0A016U890	IPR000217|A0A016U890
IPR000217|A0A016U890	IPR000217|A0A016U6X1
IPR000217|A0A016U890	IPR000217|A0A016U8Y4
IPR000217|A0A016UKK3	IPR000217|A0A016UKK3
IPR000217|A0A016UKK3	IPR000217|A0A016UL05
IPR000217|A0A016UM33	IPR000217|A0A016UM33
IPR000217|A0A016VLJ6	IPR000217|A0A016VLJ6
IPR000218|A0A010RHU3	IPR000218|A0A010RHU3
IPR000218|A0A010RX17	IPR000218|A0A010RX17
IPR000218|A0A010ZJL9	IPR000218|A0A010ZJL9
IPR000218|A0A011P6S9	IPR000218|A0A011P6S9
IPR000218|A0A011P6S9	IPR000218|A0A009FYD2
IPR000218|A0A011P6S9	IPR000218|A0A009H1I4
IPR000218|A0A011P6S9	IPR000218|A0A009H7T6
IPR000218|A0A011P6S9	IPR000218|A0A009I816
IPR000218|A0A011P6S9	IPR000218|A0A009KPU2
IPR000218|A0A011P6S9	IPR000218|A0A009NMH0
IPR000218|A0A011P6S9	IPR000218|A0A009PMC9
IPR000218|A0A011P6S9	IPR000218|A0A009QSP2
IPR000218|A0A011P6S9	IPR000218|A0A009SBI5
IPR000218|A0A011P6S9	IPR000218|A0A009YP11
IPR000218|A0A011P6S9	IPR000218|A0A010K1X8
IPR000218|A0A011P6S9	IPR000218|A0A010SEN1
IPR000218|A0A011P6S9	IPR000218|A0A011UH56
IPR000218|A0A011P6S9	IPR000218|A0A013SQ25
IPR000218|A0A011P6S9	IPR000218|A0A013STG3
IPR000218|A0A011P6S9	IPR000218|A0A013T4R7
IPR000218|A0A011P6S9	IPR000218|A0A011NFX7
IPR000218|A0A011P6S9	IPR000218|A0A011NYV0
IPR000218|A0A011P6S9	IPR000218|A0A011PKH4
IPR000218|A0A011P6S9	IPR000218|A0A011PTX2
IPR000218|A0A011P6S9	IPR000218|A0A011PU01
IPR000218|A0A011P6S9	IPR000218|A0A011U7D8
IPR000218|A0A011V177	IPR000218|A0A011V177
IPR000218|A0A011V177	IPR000218|A0A010NYB7
IPR000218|A0A011V177	IPR000218|A0A011Q935
IPR000218|A0A011V177	IPR000218|A0A011U4M7
IPR000015|A0A009M0M0	IPR000015|A0A009M0M0
IPR000015|A0A009M4S3	IPR000015|A0A009M4S3
IPR000015|A0A009NG41	IPR000015|A0A009NG41
IPR000015|A0A009NG41	IPR000015|A0A009FXV2
IPR000015|A0A009NG41	IPR000015|A0A009HVE1
IPR000015|A0A009NG41	IPR000015|A0A009HYB6
IPR000018|A0A087RIV8	IPR000018|A0A087RIV8
IPR000018|A0A087RIV8	IPR000018|A0A087V4V8
IPR000018|A0A087RIV8	IPR000018|A0A091EVS2
IPR000018|A0A087RIV8	IPR000018|A0A091FQX6
IPR000018|A0A087RIV8	IPR000018|A0A091LDW0
IPR000018|A0A087RIV8	IPR000018|A0A091QUP8
IPR000018|A0A087RIV8	IPR000018|A0A091UE59
IPR000018|A0A087RIV8	IPR000018|A0A093NVZ3
IPR000018|A0A087RIV8	IPR000018|A0A094L093
IPR000018|A0A087RIV8	IPR000018|A0A099ZG24
IPR000018|A0A087RIV8	IPR000018|A0A087Y1F9
IPR000018|A0A087RIV8	IPR000018|A0A151NNH3
IPR000018|A0A087RIV8	IPR000018|A0A1U8D9V1
IPR000018|A0A087RIV8	IPR000018|A0A1V4KXY7
IPR000018|A0A0Q3P7A8	IPR000018|A0A0Q3P7A8
IPR000018|A0A1S3GE20	IPR000018|A0A1S3GE20
IPR000018|A0A1S3GE20	IPR000018|A0A091DHW1
IPR000018|A0A1S3GE20	IPR000018|A0A096N638
IPR000018|A0A1S3GE20	IPR000018|A0A0D9SAJ4
IPR000018|A0A1S3GE20	IPR000018|A0A0P6IZI8
IPR000018|A0A1S3GE20	IPR000018|A0A1A6I088
IPR000018|A0A1S3GE20	IPR000018|A0A1S3A7X1
IPR000018|A0A1S3GE20	IPR000018|A0A1U7R550
IPR000018|A0A1S3GE20	IPR000018|A0A1U7TAD7
IPR000018|A0A1S3GE20	IPR000018|A0A212C182
IPR000018|A0A1S3STT9	IPR000018|A0A1S3STT9
IPR000018|A0A1S3STT9	IPR000018|A0A060WN59
IPR000018|A0A1S3STT9	IPR000018|A0A060XBK7
IPR000018|A0A1S3STT9	IPR000018|A0A0N8JYX2
IPR000018|A0A1S3STT9	IPR000018|A0A1S3RSD7
IPR000021|A0A023JAJ1	IPR000021|A0A023JAJ1
IPR000021|A0A023JAJ1	IPR000021|A0A061KEI4
IPR000021|A0A023JAJ1	IPR000021|A0A075MDG6
IPR000021|A0A023JAJ1	IPR000021|A0A075MEG6
IPR000021|A0A023JAJ1	IPR000021|A0A075UE56
IPR000021|A0A024HVW6	IPR000021|A0A024HVW6
IPR000021|A0A037Y5N1	IPR000021|A0A037Y5N1
IPR000021|A0A037Y5N1	IPR000021|A0A024L2Y8
IPR000021|A0A060VGN0	IPR000021|A0A060VGN0
IPR000021|A0A061L0B9	IPR000021|A0A061L0B9
IPR000021|A0A061L0B9	IPR000021|A0A061YHV4
IPR000021|A0A061L0B9	IPR000021|A0A066Q0Z5
IPR000021|A0A061L0B9	IPR000021|A0A066QNW3
IPR000021|A0A061L0B9	IPR000021|A0A066R554
IPR000021|A0A061YDD9	IPR000021|A0A061YDD9
IPR000021|A0A066QN52	IPR000021|A0A066QN52
IPR000021|A0A066QT95	IPR000021|A0A066QT95
IPR000021|A0A066QT95	IPR000021|A0A064DQV5
IPR000021|A0A066QT95	IPR000021|A0A066RCH5
IPR000021|A0A066QT95	IPR000021|A0A080J8Y9
IPR000021|A0A066QT95	IPR000021|A0A080JI65
IPR000021|A0A068RA84	IPR000021|A0A068RA84
IPR000021|A0A068RA84	IPR000021|A0A075M1U9
IPR000021|A0A074TNW2	IPR000021|A0A074TNW2
IPR000021|A0A075M3C0	IPR000021|A0A075M3C0
IPR000021|A0A075M3C0	IPR000021|A0A066Q5T1
IPR000021|A0A075M3C0	IPR000021|A0A066Q8I6
IPR000021|A0A075M3C0	IPR000021|A0A078LLH9
IPR000021|A0A075M3C0	IPR000021|A0A080IUT4
IPR000021|A0A078LMG5	IPR000021|A0A078LMG5
IPR000025|A0A023SH79	IPR000025|A0A023SH79
IPR000025|A0A023SHF3	IPR000025|A0A023SHF3
IPR000025|A0A023SHF3	IPR000025|A0A023SFS0
IPR000025|A0A059WGX8	IPR000025|A0A059WGX8
IPR000025|A0A059WGX8	IPR000025|A0A060YZ24
IPR000025|A0A059WGX8	IPR000025|A0A087QUH0
IPR000025|A0A059WGX8	IPR000025|A0A087V8B7
IPR000025|A0A059WGX8	IPR000025|A0A087XN52
IPR000025|A0A059WGX8	IPR000025|A0A091FHZ8
IPR000025|A0A059WGX8	IPR000025|A0A091H1G8
IPR000025|A0A060WFA6	IPR000025|A0A060WFA6
IPR000025|A0A061I673	IPR000025|A0A061I673
IPR000025|A0A061I673	IPR000025|A0A061I5D9
IPR000025|A0A061IK18	IPR000025|A0A061IK18
IPR000025|A0A061IK18	IPR000025|A0A060XAE8
IPR000025|A0A061IK18	IPR000025|A0A060XQ27
IPR000025|A0A061IK18	IPR000025|A0A087QYC6
IPR000025|A0A061IK18	IPR000025|A0A087RFK4
IPR000025|A0A061IK18	IPR000025|A0A087V2X9
IPR000025|A0A061IK18	IPR000025|A0A091DSM1
IPR000025|A0A061IK18	IPR000025|A0A091ET10
IPR000025|A0A061IK18	IPR000025|A0A091F734
IPR000025|A0A061IK18	IPR000025|A0A091GRJ9
IPR000025|A0A061IK18	IPR000025|A0A091H1Q7
IPR000025|A0A061IK18	IPR000025|A0A091H8Z9
IPR000025|A0A061IK18	IPR000025|A0A091HA84
IPR000025|A0A061IK18	IPR000025|A0A087YIB3
IPR000025|A0A061IK18	IPR000025|A0A060ZHB4
IPR000025|A0A091DFI9	IPR000025|A0A091DFI9
IPR000025|A0A091DZ96	IPR000025|A0A091DZ96
IPR000144|A0A087RGM5	IPR000144|A0A087RGM5
IPR000144|A0A087RGM5	IPR000144|A0A091PZW0
IPR000144|A0A087RGM5	IPR000144|A0A099Z2B9
IPR000144|A0A091DE12	IPR000144|A0A091DE12
IPR000144|A0A0P7VCG4	IPR000144|A0A0P7VCG4
IPR000144|A0A0S7LV53	IPR000144|A0A0S7LV53
IPR000144|A0A1A6FUW2	IPR000144|A0A1A6FUW2
IPR000144|A0A1A6FUW2	IPR000144|A0A0P7XSY7
IPR000144|A0A1S2ZXX7	IPR000144|A0A1S2ZXX7
IPR000145|A0A023PMJ1	IPR000145|A0A023PMJ1
IPR000145|A0A068CEG8	IPR000145|A0A068CEG8
IPR000145|A0A068CEG8	IPR000145|A0A068CMZ8
IPR000145|A0A068CEG8	IPR000145|A0A075B971
IPR000145|A0A068CEG8	IPR000145|A0A075B9D9
IPR000145|A0A068CEG8	IPR000145|A0A075C6J2
IPR000145|A0A068CEG8	IPR000145|A0A075Q6Z0
IPR000145|A0A068CEG8	IPR000145|A0A077EQC1
IPR000145|A0A068CEG8	IPR000145|A0A088C8B0
IPR000145|A0A068CEG8	IPR000145|A0A088C8B1
IPR000145|A0A068CEG8	IPR000145|A0A088C8D0
IPR000145|A0A068CEG8	IPR000145|A0A097GXB2
IPR000145|A0A068CEG8	IPR000145|A0A097GXB8
IPR000145|A0A068CEG8	IPR000145|A0A097GXC2
IPR000145|A0A068CEG8	IPR000145|A0A097GXC5
IPR000145|A0A068CEG8	IPR000145|A0A097GXD7
IPR000145|A0A068CEG8	IPR000145|A0A097GXE0
IPR000145|A0A068CEG8	IPR000145|A0A097GXE6
IPR000145|A0A068CEG8	IPR000145|A0A097GXG2
IPR000145|A0A068CEG8	IPR000145|A0A0B6XKG0
IPR000145|A0A077JIF1	IPR000145|A0A077JIF1
IPR000145|A0A097I4E9	IPR000145|A0A097I4E9
IPR000145|A0A097I4F7	IPR000145|A0A097I4F7
IPR000145|A0A097I4F7	IPR000145|A0A097I4D6
IPR000145|A0A0A0RCT6	IPR000145|A0A0A0RCT6
IPR000145|A0A0C4FSR6	IPR000145|A0A0C4FSR6
IPR000145|A0A0C4FSR9	IPR000145|A0A0C4FSR9
IPR000145|A0A0C4UQW3	IPR000145|A0A0C4UQW3
IPR000145|A0A0C4UQW3	IPR000145|A0A0A7M878
IPR000145|A0A0C5LB07	IPR000145|A0A0C5LB07
IPR000146|A0A009H8L2	IPR000146|A0A009H8L2
IPR000146|A0A009H8L2	IPR000146|A0A009FV09
IPR000146|A0A009H8L2	IPR000146|A0A009HST6
IPR000146|A0A009H8L2	IPR000146|A0A009IL08
IPR000146|A0A009H8L2	IPR000146|A0A009LPX7
IPR000146|A0A009H8L2	IPR000146|A0A009MM35
IPR000146|A0A009H8L2	IPR000146|A0A009PRL0
IPR000146|A0A009H8L2	IPR000146|A0A009R831
IPR000146|A0A009H8L2	IPR000146|A0A009SFN2
IPR000146|A0A009H8L2	IPR000146|A0A009ZYM0
IPR000146|A0A009H8L2	IPR000146|A0A010IWQ3
IPR000146|A0A009H8L2	IPR000146|A0A013S453
IPR000146|A0A009H8L2	IPR000146|A0A013SWV5
IPR000146|A0A009H8L2	IPR000146|A0A013U452
IPR000146|A0A009H8L2	IPR000146|A0A014BEY2
IPR000146|A0A009H8L2	IPR000146|A0A014CFR6
IPR000146|A0A009H8L2	IPR000146|A0A014CTT2
IPR000146|A0A009H8L2	IPR000146|A0A014DNM7
IPR000146|A0A009H8L2	IPR000146|A0A014E6Z0
IPR000146|A0A010QSW0	IPR000146|A0A010QSW0
IPR000146|A0A010QZF2	IPR000146|A0A010QZF2
IPR000146|A0A010S2J2	IPR000146|A0A010S2J2
IPR000146|A0A011NLB6	IPR000146|A0A011NLB6
IPR000146|A0A011NLB6	IPR000146|A0A011MS28
IPR000146|A0A011NLB6	IPR000146|A0A011PAN3
IPR000146|A0A011NLB6	IPR000146|A0A011PNI3
IPR000146|A0A011NLB6	IPR000146|A0A011R7C0
IPR000146|A0A011P4E2	IPR000146|A0A011P4E2
IPR000146|A0A011V9Q4	IPR000146|A0A011V9Q4
IPR000146|A0A013WKF8	IPR000146|A0A013WKF8
IPR000147|A0A0D9SDR7	IPR000147|A0A0D9SDR7
IPR000147|A0A0D9SDR7	IPR000147|A0A140GMZ5
IPR000147|A0A0D9SDR7	IPR000147|A0A140GMZ6
IPR000147|A0A0D9SDR7	IPR000147|A0A140GMZ8
IPR000147|A0A0D9SDR7	IPR000147|A0A140GMZ9
IPR000147|A0A0D9SDR7	IPR000147|A0A140GN01
IPR000147|A0A0D9SDR7	IPR000147|A0A140GN02
IPR000147|A0A0D9SDR7	IPR000147|A0A140GN04
IPR000147|A0A0D9SDR7	IPR000147|A0A140GN05
IPR000147|A0A0D9SDR7	IPR000147|A0A1S3AHZ3
IPR000147|A0A0D9SDR7	IPR000147|A0A1S3FF59
IPR000147|A0A0D9SDR7	IPR000147|A0A1U7TBV4
IPR000147|A0A0D9SDR7	IPR000147|A0A2I2ZVH0
IPR000147|A0A0D9SDR7	IPR000147|A0A2I3GVK7
IPR000147|A0A0D9SDR7	IPR000147|A0A2I3M5V3
IPR000147|A0A0D9SDR7	IPR000147|A0A2I3S7W4
IPR000039|A0A023BDH8	IPR000039|A0A023BDH8
IPR000039|A0A023EIQ5	IPR000039|A0A023EIQ5
IPR000039|A0A023EIQ5	IPR000039|A0A023FJ29
IPR000039|A0A023EIQ5	IPR000039|A0A023FHM9
IPR000039|A0A023EIQ5	IPR000039|A0A023FF65
IPR000039|A0A023EIQ5	IPR000039|A0A023FX06
IPR000039|A0A023EIQ5	IPR000039|A0A023GI44
IPR000039|A0A023EIQ5	IPR000039|A0A026WZL5
IPR000039|A0A023EIQ5	IPR000039|A0A016UFB8
IPR000039|A0A023EIQ5	IPR000039|A0A024QZD1
IPR000039|A0A023EIQ5	IPR000039|A0A026WZE1
IPR000039|A0A023EIQ5	IPR000039|A0A059B6P1
IPR000039|A0A023EIQ5	IPR000039|A0A022Q0S1
IPR000039|A0A023EIQ5	IPR000039|A0A022S458
IPR000039|A0A024V2N4	IPR000039|A0A024V2N4
IPR000039|A0A024V2N4	IPR000039|A0A024VJ25
IPR000039|A0A024V2N4	IPR000039|A0A024W2C1
IPR000039|A0A024V2N4	IPR000039|A0A024X2S4
IPR000039|A0A034V8V9	IPR000039|A0A034V8V9
IPR000039|A0A058Z1B6	IPR000039|A0A058Z1B6
IPR000040|A0A016W2G6	IPR000040|A0A016W2G6
IPR000040|A0A023J8T2	IPR000040|A0A023J8T2
IPR000040|A0A023J8T2	IPR000040|A0A087V2T5
IPR000040|A0A024RAH4	IPR000040|A0A024RAH4
IPR000040|A0A026WZN5	IPR000040|A0A026WZN5
IPR000040|A0A026WZP2	IPR000040|A0A026WZP2
IPR000040|A0A026X0B6	IPR000040|A0A026X0B6
IPR000040|A0A026X0J8	IPR000040|A0A026X0J8
IPR000040|A0A034UZX6	IPR000040|A0A034UZX6
IPR000040|A0A034VHG1	IPR000040|A0A034VHG1
IPR000040|A0A060WB65	IPR000040|A0A060WB65
IPR000040|A0A060YFJ9	IPR000040|A0A060YFJ9
IPR000040|A0A060YTI3	IPR000040|A0A060YTI3
IPR000040|A0A060YVR6	IPR000040|A0A060YVR6
IPR000040|A0A061I7V9	IPR000040|A0A061I7V9
IPR000040|A0A067RJ64	IPR000040|A0A067RJ64
IPR000040|A0A067RTB2	IPR000040|A0A067RTB2
IPR000040|A0A068Y3E0	IPR000040|A0A068Y3E0
IPR000040|A0A074ZXD1	IPR000040|A0A074ZXD1
IPR000040|A0A077Z2Q6	IPR000040|A0A077Z2Q6
IPR000040|A0A084VAQ1	IPR000040|A0A084VAQ1
IPR000040|A0A084VAQ2	IPR000040|A0A084VAQ2
IPR000040|A0A084VR68	IPR000040|A0A084VR68
IPR000040|A0A085NFW0	IPR000040|A0A085NFW0
IPR000040|A0A085NFW0	IPR000040|A0A085M3L8
IPR000040|A0A087QW96	IPR000040|A0A087QW96
IPR000040|A0A087QW96	IPR000040|A0A087R951
IPR000040|A0A087SYB5	IPR000040|A0A087SYB5
IPR000040|A0A087SYB5	IPR000040|A0A087U415
IPR000040|A0A087VQ15	IPR000040|A0A087VQ15
IPR000043|A0A009GW19	IPR000043|A0A009GW19
IPR000043|A0A009GW19	IPR000043|A0A009EZX7
IPR000043|A0A009GW19	IPR000043|A0A009H6B3
IPR000043|A0A009GW19	IPR000043|A0A009IJZ1
IPR000043|A0A009GW19	IPR000043|A0A009KU73
IPR000043|A0A009GW19	IPR000043|A0A009MJT0
IPR000043|A0A009GW19	IPR000043|A0A009QG29
IPR000043|A0A009GW19	IPR000043|A0A009QU92
IPR000043|A0A009GW19	IPR000043|A0A009SWS2
IPR000043|A0A009GW19	IPR000043|A0A009Z7W3
IPR000043|A0A009GW19	IPR000043|A0A010JHF9
IPR000043|A0A009GW19	IPR000043|A0A013S5A6
IPR000043|A0A009GW19	IPR000043|A0A013SXJ3
IPR000043|A0A009GW19	IPR000043|A0A013U3H1
IPR000043|A0A009GW19	IPR000043|A0A014CQA4
IPR000043|A0A009GW19	IPR000043|A0A014CT96
IPR000043|A0A009GW19	IPR000043|A0A014D6G9
IPR000043|A0A009GW19	IPR000043|A0A014DDG3
IPR000043|A0A009GW19	IPR000043|A0A014DZA1
IPR000043|A0A009GW19	IPR000043|A0A010RSX6
IPR000043|A0A010S1D4	IPR000043|A0A010S1D4
IPR000043|A0A011U439	IPR000043|A0A011U439
IPR000043|A0A011UNH2	IPR000043|A0A011UNH2
IPR000043|A0A011UNH2	IPR000043|A0A011TZ98
IPR000043|A0A011UNH2	IPR000043|A0A011NPF3
IPR000043|A0A011UNH2	IPR000043|A0A011NH70
IPR000043|A0A011UNH2	IPR000043|A0A011PGQ8
IPR000043|A0A011UNH2	IPR000043|A0A011PHK6
IPR000043|A0A011UNH2	IPR000043|A0A011PNV7
IPR000043|A0A011UNH2	IPR000043|A0A013X0A6
IPR000044|A0A084F1R9	IPR000044|A0A084F1R9
IPR000044|A0A084U483	IPR000044|A0A084U483
IPR000044|A0A097SSH6	IPR000044|A0A097SSH6
IPR000044|A0A0F5H107	IPR000044|A0A0F5H107
IPR000044|A0A0F6CKW0	IPR000044|A0A0F6CKW0
IPR000044|A0A0H3DM24	IPR000044|A0A0H3DM24
IPR000044|A0A0J9TKG8	IPR000044|A0A0J9TKG8
IPR000044|A0A168RBT5	IPR000044|A0A168RBT5
IPR000044|A0A1A9QCP0	IPR000044|A0A1A9QCP0
IPR000044|A0A1A9QCP0	IPR000044|A0A1A9QEX4
IPR000044|A0A1A9QCP0	IPR000044|A0A1A9QEW1
IPR000044|A0A1A9QCP0	IPR000044|A0A1A9QDC1
IPR000044|A0A1A9QCP0	IPR000044|A0A1A9QE49
IPR000044|A0A1A9QCP0	IPR000044|A0A1A9QE58
IPR000044|A0A1T4KES6	IPR000044|A0A1T4KES6
IPR000044|A0A224ASK3	IPR000044|A0A224ASK3
IPR000044|A0A224ASK3	IPR000044|A0A2D1JLG3
IPR000044|A0A224ASK3	IPR000044|A0A449ACT7
IPR000044|A0A292IHS0	IPR000044|A0A292IHS0
IPR000044|A0A2C9DYR6	IPR000044|A0A2C9DYR6
IPR000116|A0A061IP81	IPR000116|A0A061IP81
IPR000116|A0A066X541	IPR000116|A0A066X541
IPR000116|A0A067CVU3	IPR000116|A0A067CVU3
IPR000116|A0A067LR15	IPR000116|A0A067LR15
IPR000116|A0A067MFK6	IPR000116|A0A067MFK6
IPR000117|A0A059T9V6	IPR000117|A0A059T9V6
IPR000117|A0A059T9V6	IPR000117|A0A059T9N6
IPR000117|A0A059T9V6	IPR000117|A0A0U4VEP3
IPR000117|A0A059T9V6	IPR000117|A0A0U4ZT05
IPR000117|A0A059T9V6	IPR000117|A0A0U4ZT35
IPR000117|A0A059T9V6	IPR000117|A0A0U5ADC8
IPR000117|A0A059T9V6	IPR000117|A0A140T8A9
IPR000117|A0A061IJP4	IPR000117|A0A061IJP4
IPR000117|A0A091CX36	IPR000117|A0A091CX36
IPR000117|A0A097KYB5	IPR000117|A0A097KYB5
IPR000117|A0A097KYB5	IPR000117|A0A097KYB6
IPR000117|A0A097KYB5	IPR000117|A0A097KYB7
IPR000117|A0A097KYB5	IPR000117|A0A097KYB8
IPR000117|A0A097KYB5	IPR000117|A0A097KYC0
IPR000117|A0A097KYB5	IPR000117|A0A097KYC1
IPR000117|A0A097KYB5	IPR000117|A0A097KYC2
IPR000117|A0A097KYB5	IPR000117|A0A097KYC4
IPR000117|A0A097KYB5	IPR000117|A0A097KYC8
IPR000117|A0A0D5MC24	IPR000117|A0A0D5MC24
IPR000117|A0A0D5MC24	IPR000117|A0A0D5MCY4
IPR000117|A0A0D5MC24	IPR000117|A0A0D5MDG4
IPR000117|A0A0D6DR52	IPR000117|A0A0D6DR52
IPR000117|A0A0D9QXX2	IPR000117|A0A0D9QXX2
IPR000117|A0A0D9QXX2	IPR000117|A0A096MZ44
IPR000117|A0A0U5A2G6	IPR000117|A0A0U5A2G6
IPR000117|A0A0U5A2G6	IPR000117|A0A0A1GQI6
IPR000117|A0A0U5A2G6	IPR000117|A0A0M4FJ17
IPR000117|A0A0U5A2G6	IPR000117|A0A0M3R7C5
IPR000117|A0A1A6GC20	IPR000117|A0A1A6GC20
IPR000117|A0A1A6GC20	IPR000117|A0A1A6FZW2
IPR000119|A0A009GDA9	IPR000119|A0A009GDA9
IPR000119|A0A009GDA9	IPR000119|A0A009EX01
IPR000119|A0A009GDA9	IPR000119|A0A009GYL8
IPR000119|A0A009GDA9	IPR000119|A0A009IJP6
